#ID field umap_x umap_y z z_type z_16 z_84 ssfr_50 ssfr_16 ssfr_84 SFR_100_50 SFR_100_16 SFR_100_84 mwa_50 mwa_16 mwa_84 mstar_50 mstar_16 mstar_84 AV_50 AV_16 AV_84
1044559 gdn -4.272 -4.621 4.2200 phot 1.0150 4.2690 -8.912 -8.970 -8.736 0.207 0.144 0.318 0.651 0.417 0.723 9.110 9.049 9.151 0.144 0.076 0.240
1044778 gdn -6.096 -2.983 4.3900 phot 4.1890 4.7410 -7.944 -8.130 -7.921 -0.143 -0.381 0.005 0.047 0.028 0.088 7.852 7.754 7.984 0.138 0.063 0.236
1044987 gdn -6.199 -2.966 4.8200 phot 4.5050 4.7990 -7.971 -7.983 -7.950 -0.603 -0.844 -0.321 0.006 0.004 0.014 7.474 7.360 7.646 0.138 0.090 0.222
1045079 gdn -3.798 -4.414 4.4100 phot 3.8280 4.6780 -8.386 -8.591 -8.156 0.013 -0.086 0.118 0.174 0.098 0.301 8.395 8.278 8.523 0.053 0.014 0.110
1045115 gdn -0.396 -0.984 3.0900 phot 3.0010 3.2570 -8.646 -8.757 -8.504 0.654 0.585 0.739 0.327 0.238 0.440 9.309 9.244 9.364 0.167 0.105 0.227
1045163 gdn -6.133 -3.146 4.6100 phot 4.5130 4.7560 -7.962 -7.990 -7.935 -0.603 -1.088 -0.153 0.016 0.006 0.058 7.467 7.198 7.779 0.266 0.161 0.443
1045564 gdn -0.739 -1.364 3.4600 phot 2.8470 3.6160 -8.849 -8.998 -8.615 -0.137 -0.237 -0.007 0.520 0.302 0.779 8.721 8.633 8.786 0.156 0.075 0.284
1045586 gdn -6.210 -3.165 4.3700 phot 3.8550 4.3690 -7.943 -7.960 -7.931 -0.299 -0.573 -0.034 0.020 0.011 0.040 7.715 7.571 7.878 0.208 0.129 0.309
1045622 gdn -6.905 -2.962 5.1500 phot 4.5550 5.2750 -8.779 -8.888 -8.609 0.622 0.505 0.758 0.448 0.296 0.561 9.405 9.328 9.464 0.375 0.275 0.529
1045639 gdn -5.971 -2.686 4.3300 phot 4.0530 4.3280 -7.944 -7.955 -7.937 -0.411 -0.578 -0.238 0.016 0.011 0.024 7.566 7.468 7.658 0.052 0.021 0.087
1045648 gdn -0.886 -1.372 3.1000 phot 2.5470 3.4510 -9.323 -12.630 -8.240 -1.012 -4.271 0.098 0.129 0.104 0.177 8.506 8.474 8.569 0.051 0.016 0.101
1046177 gdn -6.046 -2.866 4.4400 phot 4.4340 4.6470 -7.958 -7.967 -7.944 -0.242 -0.416 -0.022 0.010 0.007 0.017 7.775 7.688 7.911 0.181 0.113 0.249
1046222 gdn -6.976 -2.200 5.1800 phot 5.0310 5.2020 -8.280 -8.680 -7.997 -0.054 -0.297 0.148 0.131 0.062 0.342 8.269 8.125 8.428 0.308 0.167 0.485
1046344 gdn -6.205 -3.367 0.7800 phot 0.7190 0.8750 -9.483 -9.857 -9.254 -1.423 -1.759 -1.316 2.493 1.434 3.414 8.053 7.942 8.149 0.877 0.671 1.029
1046385 gdn -0.279 -0.457 2.9500 phot 2.8070 3.0810 -8.536 -8.698 -8.357 0.338 0.230 0.471 0.238 0.154 0.341 8.885 8.828 8.941 0.123 0.061 0.211
1046466 gdn -3.603 -3.725 4.0800 phot 3.9140 4.3160 -8.465 -8.721 -8.180 -0.391 -0.588 -0.195 0.208 0.107 0.391 8.083 7.965 8.220 0.218 0.095 0.403
1046469 gdn -6.246 -3.266 3.9900 phot 3.9440 4.2660 -8.071 -8.400 -7.924 -0.238 -0.451 -0.089 0.077 0.040 0.179 7.886 7.757 8.040 0.146 0.063 0.280
1046691 gdn -4.356 -4.647 4.1700 phot 3.9870 4.2830 -8.454 -8.631 -8.250 0.505 0.373 0.641 0.190 0.121 0.297 8.966 8.899 9.026 0.181 0.115 0.262
1046918 gdn -7.157 -2.171 5.2000 phot 5.1460 5.2300 -7.941 -7.958 -7.923 0.405 0.155 0.697 0.015 0.010 0.033 8.447 8.339 8.557 0.630 0.478 0.841
1047207 gdn -0.866 -0.840 1.7100 phot 1.7220 3.5290 -9.262 -9.376 -9.073 -0.810 -0.901 -0.705 1.529 0.980 1.897 8.453 8.377 8.509 0.371 0.227 0.549
1047307 gdn -6.297 -2.521 4.8600 phot 4.6450 5.1090 -8.398 -8.574 -8.161 -0.077 -0.186 0.066 0.170 0.097 0.268 8.324 8.203 8.431 0.096 0.036 0.179
1047467 gdn -6.154 -3.629 5.1600 phot 5.0850 5.2570 -8.581 -8.777 -8.344 -0.073 -0.198 0.093 0.261 0.151 0.414 8.528 8.433 8.613 0.132 0.056 0.247
1047530 gdn -3.253 -0.181 2.6500 phot 2.2800 2.7590 -8.986 -14.055 -8.707 1.495 -2.109 1.695 0.621 0.371 1.033 10.496 10.412 10.618 1.573 1.303 1.786
1047618 gdn -3.217 0.032 2.9400 phot 2.8770 3.4120 -9.011 -9.123 -8.737 1.177 1.089 1.395 0.816 0.420 1.073 10.188 10.120 10.240 1.423 1.246 1.665
1047700 gdn -0.394 -1.683 1.6900 phot 0.4940 3.5700 -8.126 -8.647 -7.934 -0.554 -0.940 -0.387 0.089 0.042 0.370 7.617 7.499 7.781 0.409 0.137 0.618
1047903 gdn -2.808 -4.497 3.7500 phot 3.1950 3.8380 -8.528 -8.771 -8.306 -0.179 -0.370 -0.009 0.233 0.138 0.408 8.359 8.266 8.439 0.184 0.076 0.308
1048082 gdn -6.254 -3.186 4.0000 phot 3.9550 4.2690 -7.939 -8.041 -7.923 0.212 -0.017 0.353 0.043 0.028 0.071 8.191 8.091 8.299 0.202 0.117 0.273
1048296 gdn -6.177 -3.013 4.2800 phot 4.0560 4.3070 -7.937 -7.959 -7.924 -0.094 -0.377 0.134 0.030 0.016 0.049 7.902 7.740 8.023 0.159 0.093 0.235
1048529 gdn -6.289 -3.147 4.8300 phot 4.6740 4.8480 -7.982 -7.989 -7.969 -0.914 -1.082 -0.716 0.004 0.003 0.007 7.168 7.089 7.278 0.190 0.123 0.274
1048738 gdn -6.354 -3.315 3.9900 phot 3.9170 4.2900 -8.530 -8.774 -8.147 -0.490 -0.656 -0.295 0.240 0.095 0.434 8.048 7.862 8.157 0.120 0.044 0.235
1048846 gdn -5.907 -2.895 4.2800 phot 4.1260 4.3210 -8.228 -8.392 -8.099 -0.068 -0.149 0.026 0.117 0.083 0.178 8.181 8.122 8.275 0.060 0.018 0.138
1048871 gdn -3.211 -0.106 4.3200 phot 4.0380 4.3310 -8.766 -18.815 -8.522 0.973 -9.027 1.133 0.422 0.249 0.736 9.743 9.654 9.819 0.823 0.102 1.109
1049251 gdn -0.734 -0.805 2.9300 phot 2.8450 3.0270 -8.471 -8.567 -8.305 0.795 0.717 0.892 0.203 0.139 0.258 9.259 9.209 9.297 0.199 0.143 0.270
1049257 gdn -6.353 -3.140 4.7600 phot 4.5310 4.8030 -8.117 -8.445 -7.934 0.072 -0.132 0.232 0.089 0.047 0.189 8.250 8.128 8.393 0.204 0.109 0.322
1049320 gdn -3.115 -0.011 2.9000 phot 2.6920 3.0700 -9.059 -9.161 -8.834 0.560 0.468 0.730 0.890 0.485 1.099 9.613 9.540 9.662 0.879 0.716 1.080
1049624 gdn -6.235 -3.264 4.7100 phot 4.5500 4.7700 -7.933 -7.948 -7.923 0.504 0.323 0.676 0.031 0.022 0.046 8.464 8.388 8.552 0.294 0.203 0.402
1049794 gdn -1.106 -0.602 3.4500 phot 2.9930 3.4780 -8.401 -8.599 -8.169 -0.297 -0.435 -0.136 0.172 0.097 0.281 8.125 8.043 8.202 0.156 0.090 0.243
1049873 gdn -3.700 -4.269 1.6200 phot 1.6860 3.9940 -9.231 -9.401 -8.838 -1.403 -1.487 -1.164 1.331 0.512 1.964 7.827 7.666 7.936 0.143 0.050 0.263
1049988 gdn -1.914 -0.738 3.7700 phot 1.1470 4.4550 -8.025 -8.192 -7.925 0.202 0.093 0.312 0.068 0.047 0.105 8.265 8.183 8.368 0.074 0.031 0.126
1050188 gdn -2.943 0.026 0.8200 phot 0.8730 2.2810 -28.717 -120.773 -11.507 -20.320 -115.974 -3.278 4.977 3.819 5.796 8.430 8.333 8.479 1.506 1.212 1.827
1050485 gdn -6.138 -2.845 4.8300 phot 4.6170 4.8450 -7.937 -8.081 -7.920 0.125 -0.106 0.269 0.046 0.031 0.078 8.122 8.012 8.228 0.124 0.072 0.204
1051316 gdn -2.288 0.046 2.5900 phot 2.2510 2.9340 -9.226 -12.735 -9.046 -0.791 -4.322 -0.653 1.022 0.507 1.282 8.430 8.352 8.487 0.244 0.118 0.384
1051447 gdn -0.614 -0.173 2.6600 phot 1.2150 3.8440 -9.058 -9.187 -8.716 -0.952 -1.053 -0.731 0.849 0.377 1.177 8.078 7.976 8.157 0.205 0.118 0.355
1051541 gdn -6.326 -3.294 4.7000 phot 4.4820 4.7650 -8.098 -8.430 -7.932 -0.037 -0.229 0.118 0.083 0.045 0.186 8.122 7.991 8.248 0.198 0.092 0.297
1051687 gdn -0.659 -1.251 2.9000 phot 2.7870 3.2910 -8.547 -8.794 -8.222 -0.585 -0.746 -0.374 0.259 0.117 0.455 7.986 7.885 8.067 0.174 0.071 0.329
1051707 gdn -6.326 -3.163 4.3300 phot 4.2360 4.3470 -7.974 -7.984 -7.957 -0.861 -1.072 -0.590 0.006 0.004 0.011 7.198 7.083 7.369 0.078 0.049 0.126
1051878 gdn -2.650 0.211 2.0500 phot 2.0360 2.1120 -9.067 -9.246 -8.669 1.219 1.114 1.425 1.029 0.417 1.529 10.297 10.146 10.376 0.785 0.614 0.972
1052053 gdn -6.323 -3.035 4.3100 phot 4.2800 4.3290 -7.988 -7.991 -7.984 -0.071 -0.166 0.041 0.003 0.003 0.004 8.043 7.983 8.097 0.132 0.092 0.189
1052315 gdn -2.765 -5.015 4.3500 phot 4.0830 4.3520 -7.944 -8.094 -7.924 0.148 -0.098 0.291 0.046 0.028 0.084 8.147 8.031 8.273 0.186 0.103 0.303
1052497 gdn -6.225 -3.173 4.9600 phot 4.2870 5.0580 -8.245 -8.439 -7.994 -0.095 -0.215 0.033 0.116 0.063 0.188 8.157 8.013 8.278 0.103 0.037 0.184
1052863 gdn -6.215 -3.008 4.3500 phot 4.0220 4.3430 -7.935 -7.988 -7.922 -0.364 -0.610 -0.145 0.032 0.020 0.060 7.618 7.472 7.764 0.076 0.030 0.135
1052890 gdn -6.869 -2.107 5.1800 phot 5.1050 5.2130 -8.432 -8.614 -8.245 0.527 0.422 0.691 0.184 0.114 0.273 8.982 8.898 9.056 0.150 0.090 0.241
1053061 gdn -6.344 -3.217 4.7300 phot 4.6160 4.8140 -7.942 -8.126 -7.919 0.337 -0.008 0.518 0.044 0.019 0.095 8.340 8.226 8.471 0.415 0.270 0.542
1053165 gdn -6.285 -3.322 4.3300 phot 4.2370 4.3500 -8.289 -8.504 -8.054 -0.237 -0.367 -0.080 0.133 0.074 0.226 8.075 7.980 8.190 0.101 0.041 0.196
1053389 gdn -2.735 -4.470 3.8000 phot 2.9990 3.8200 -8.485 -8.666 -8.239 -0.170 -0.302 -0.001 0.209 0.115 0.338 8.324 8.223 8.398 0.115 0.048 0.212
1053414 gdn -5.996 -3.379 4.4700 phot 3.0120 4.5360 -7.908 -7.937 -7.891 0.347 -0.435 1.113 0.061 0.034 0.070 8.801 8.494 8.836 0.126 0.037 0.435
1053490 gdn -6.042 -2.568 5.2700 phot 3.1430 5.1790 -8.379 -8.535 -8.158 -0.005 -0.103 0.126 0.164 0.096 0.236 8.382 8.247 8.494 0.051 0.016 0.125
1053680 gdn -6.173 -3.121 4.2300 phot 0.5970 4.1650 -8.126 -8.474 -7.931 -0.115 -0.409 0.053 0.086 0.039 0.203 8.073 7.885 8.240 0.453 0.278 0.651
1053757 gdn -7.045 -2.692 4.4481 spec 4.4431 4.4531 -7.956 -7.967 -7.931 1.226 0.855 1.549 0.011 0.007 0.039 9.310 9.205 9.444 0.936 0.745 1.160
1053780 gdn -6.386 -2.942 5.1900 phot 5.1150 5.2080 -7.930 -7.977 -7.917 0.740 0.565 0.876 0.043 0.032 0.057 8.698 8.620 8.772 0.238 0.164 0.339
1053808 gdn -2.498 0.160 2.9800 phot 2.8990 3.0610 -8.315 -10.515 -8.124 1.396 -1.013 1.543 0.138 0.087 0.199 9.743 9.683 9.810 0.572 0.216 0.685
1053962 gdn -6.246 -3.106 4.7900 phot 4.6130 4.8110 -7.958 -7.978 -7.940 -0.575 -0.908 -0.290 0.011 0.005 0.022 7.457 7.265 7.637 0.242 0.167 0.350
1054081 gdn -5.976 -2.718 4.5000 phot 4.4810 4.7030 -7.952 -7.976 -7.936 -0.606 -0.953 -0.300 0.013 0.005 0.024 7.412 7.166 7.619 0.042 0.019 0.079
1054717 gdn -6.034 -3.457 5.2100 phot 5.0000 5.2130 -8.258 -8.445 -8.065 0.491 0.375 0.619 0.124 0.076 0.201 8.755 8.673 8.843 0.130 0.066 0.210
1054738 gdn -0.409 -1.282 3.2700 phot 3.1310 3.3620 -8.624 -8.822 -8.365 -0.147 -0.257 -0.020 0.313 0.169 0.528 8.485 8.368 8.581 0.134 0.050 0.255
1054744 gdn -2.970 -4.477 3.8900 phot 3.8440 4.0790 -8.454 -8.591 -8.203 0.427 0.318 0.585 0.190 0.103 0.254 8.913 8.868 8.956 0.133 0.092 0.196
1054902 gdn -6.270 -3.268 4.3200 phot 4.0630 4.3220 -7.950 -7.964 -7.937 -0.215 -0.443 0.040 0.014 0.008 0.025 7.793 7.654 7.940 0.276 0.169 0.411
1055202 gdn -0.069 -1.024 1.6800 phot 1.7780 3.6230 -8.835 -9.202 -8.555 -1.325 -1.532 -1.099 0.506 0.268 1.289 7.527 7.453 7.694 0.110 0.031 0.256
1055584 gdn -6.185 -2.999 4.3200 phot 4.1750 4.3220 -7.968 -7.977 -7.955 -0.398 -0.564 -0.204 0.007 0.005 0.011 7.647 7.546 7.772 0.085 0.058 0.122
1055870 gdn -2.511 0.316 1.3900 phot 1.3310 1.4420 -9.429 -9.489 -9.340 0.271 0.223 0.312 2.197 1.811 2.355 9.698 9.647 9.731 0.454 0.392 0.538
1055988 gdn -6.519 -3.158 5.1700 phot 5.1170 5.2010 -8.204 -8.400 -8.033 0.676 0.545 0.798 0.108 0.070 0.177 8.909 8.835 8.986 0.249 0.167 0.345
1055991 gdn -6.346 -3.278 4.9600 phot 4.9370 4.9800 -7.948 -7.969 -7.936 0.081 -0.243 0.302 0.014 0.007 0.023 8.082 7.892 8.210 0.117 0.086 0.179
1056042 gdn -6.061 -3.003 4.6900 phot 4.4980 4.7430 -7.928 -7.948 -7.919 0.758 0.585 0.911 0.036 0.027 0.049 8.718 8.656 8.782 0.206 0.124 0.291
1056117 gdn -0.464 -0.355 3.0000 phot 2.9880 3.2880 -7.957 -8.198 -7.926 -0.121 -0.389 0.005 0.052 0.030 0.118 7.890 7.788 8.016 0.303 0.184 0.426
1056345 gdn -2.536 -0.652 4.3900 phot 4.1710 4.7030 -8.156 -8.295 -8.010 -0.321 -0.392 -0.233 0.095 0.065 0.136 7.848 7.743 7.951 0.037 0.011 0.094
1056520 gdn -0.388 -1.217 2.9900 phot 2.9900 3.1890 -8.077 -8.320 -7.941 0.271 0.093 0.392 0.078 0.050 0.146 8.383 8.319 8.459 0.279 0.133 0.414
1056627 gdn -0.909 -1.098 3.0000 phot 2.9760 3.1150 -8.877 -9.081 -8.689 0.342 0.208 0.457 0.611 0.367 1.004 9.218 9.144 9.284 0.241 0.134 0.352
1056643 gdn -6.995 -2.731 5.0800 phot 5.0460 5.1930 -8.505 -8.765 -8.215 0.259 0.134 0.421 0.233 0.114 0.438 8.780 8.640 8.905 0.208 0.111 0.320
1056687 gdn -6.351 -3.186 4.3100 phot 4.1560 4.3140 -7.987 -7.990 -7.982 -0.897 -1.012 -0.760 0.003 0.003 0.004 7.198 7.136 7.278 0.197 0.119 0.334
1056695 gdn -6.258 -3.121 4.3300 phot 3.9800 4.3080 -7.941 -8.097 -7.925 -0.338 -0.601 -0.182 0.044 0.026 0.087 7.661 7.523 7.804 0.117 0.054 0.204
1057167 gdn -6.006 -2.957 4.4000 phot 4.3730 4.6590 -7.943 -7.967 -7.929 -0.543 -0.850 -0.232 0.021 0.011 0.042 7.498 7.306 7.672 0.159 0.099 0.263
1057185 gdn -6.089 -2.819 4.7200 phot 4.6310 4.8070 -7.937 -7.944 -7.930 -0.087 -0.243 0.077 0.021 0.015 0.030 7.877 7.790 7.964 0.047 0.019 0.078
1057298 gdn -6.464 -2.948 5.1600 phot 5.1090 5.1910 -7.981 -7.989 -7.966 -0.890 -1.102 -0.653 0.004 0.003 0.007 7.196 7.085 7.326 0.097 0.059 0.137
1057348 gdn -3.087 0.100 1.6900 phot 1.6620 1.8610 -9.324 -9.367 -9.235 1.283 1.235 1.334 1.849 1.522 1.951 10.607 10.574 10.638 1.382 1.242 1.530
1057522 gdn -6.153 -2.422 5.2200 phot 5.0860 5.2300 -8.124 -8.308 -7.933 0.025 -0.089 0.157 0.088 0.050 0.139 8.184 8.065 8.282 0.089 0.042 0.164
1057661 gdn -1.485 -0.666 2.9800 phot 2.9580 3.4880 -8.986 -9.094 -8.765 0.047 -0.035 0.200 0.786 0.468 1.011 9.030 8.969 9.082 0.146 0.069 0.254
1057838 gdn -6.778 -2.041 5.1700 phot 5.0030 5.1960 -8.641 -8.775 -8.463 0.008 -0.060 0.098 0.331 0.209 0.465 8.650 8.558 8.738 0.053 0.017 0.116
1058203 gdn -0.581 -0.797 3.0100 phot 3.0030 3.6350 -8.723 -8.914 -8.490 -0.262 -0.383 -0.133 0.398 0.232 0.643 8.461 8.364 8.546 0.134 0.056 0.230
1058591 gdn -6.149 -3.118 3.9600 phot 3.9120 4.2320 -8.163 -8.464 -7.976 -0.320 -0.475 -0.166 0.102 0.058 0.203 7.886 7.774 8.021 0.119 0.045 0.221
1059140 gdn -6.003 -2.740 4.7900 phot 4.6100 4.8060 -7.943 -7.954 -7.933 0.293 0.110 0.503 0.017 0.012 0.027 8.277 8.175 8.416 0.152 0.099 0.239
1059403 gdn -1.037 -0.080 2.9900 phot 2.8690 3.0550 -8.791 -8.987 -8.566 0.353 0.220 0.490 0.456 0.268 0.776 9.148 9.057 9.221 0.192 0.103 0.300
1059447 gdn -6.141 -2.950 4.3500 phot 4.3010 4.3680 -7.935 -7.986 -7.920 -0.213 -0.421 -0.058 0.039 0.027 0.060 7.761 7.647 7.859 0.075 0.037 0.117
1059448 gdn -0.472 -0.352 2.7900 phot 2.6870 2.9570 -8.371 -8.576 -8.185 0.431 0.312 0.566 0.172 0.103 0.269 8.828 8.759 8.894 0.166 0.103 0.260
1059564 gdn -6.221 -2.616 5.0800 phot 4.9970 5.2070 -8.457 -8.606 -8.250 0.160 0.074 0.282 0.194 0.116 0.275 8.621 8.507 8.720 0.070 0.026 0.146
1060660 gdn -6.120 -3.325 4.3900 phot 0.8130 4.8250 -8.489 -8.748 -8.160 -0.344 -0.519 -0.139 0.209 0.099 0.398 8.157 8.021 8.274 0.202 0.079 0.350
1060831 gdn -6.354 -3.155 4.6600 phot 0.7850 4.7410 -8.675 -8.946 -8.332 -0.333 -0.554 -0.070 0.307 0.149 0.608 8.368 8.199 8.483 0.323 0.133 0.531
1060919 gdn -0.901 -0.417 3.0200 phot 2.8840 3.1250 -8.563 -8.731 -8.362 0.286 0.165 0.430 0.254 0.156 0.387 8.859 8.793 8.907 0.137 0.061 0.234
1060933 gdn -6.212 -3.144 2.9000 phot 2.4790 4.0090 -9.154 -14.116 -8.854 -1.101 -2.987 -0.874 1.014 0.494 1.346 8.047 7.922 8.247 0.417 0.196 0.747
1061165 gdn -2.565 -4.450 3.1600 phot 2.9060 3.6390 -8.737 -8.872 -8.502 -0.449 -0.549 -0.293 0.388 0.230 0.558 8.291 8.218 8.343 0.102 0.042 0.197
1061270 gdn -1.415 -1.074 3.0400 phot 3.0390 3.3300 -9.079 -9.125 -8.943 -0.167 -0.215 -0.082 0.987 0.679 1.054 8.907 8.861 8.944 0.116 0.052 0.211
1061458 gdn -6.174 -3.035 5.0700 phot 5.0350 5.1980 -8.061 -8.216 -7.926 0.350 0.236 0.464 0.074 0.048 0.111 8.432 8.347 8.506 0.095 0.050 0.148
1061639 gdn -6.871 -2.018 5.2100 phot 5.0470 5.2170 -8.290 -8.594 -8.071 0.160 -0.005 0.317 0.135 0.077 0.274 8.485 8.369 8.609 0.152 0.060 0.256
1061641 gdn -0.473 -1.547 2.9700 phot 2.5860 3.2490 -8.650 -8.801 -8.418 -0.257 -0.360 -0.097 0.319 0.192 0.478 8.405 8.331 8.463 0.095 0.030 0.186
1061759 gdn -2.624 -4.427 3.6848 spec 3.6798 3.6898 -8.674 -8.824 -8.455 -0.189 -0.275 -0.067 0.353 0.216 0.526 8.490 8.395 8.571 0.091 0.039 0.184
1061799 gdn -6.238 -3.124 4.4300 phot 4.4240 4.6970 -7.942 -7.963 -7.928 -0.394 -0.721 -0.110 0.020 0.010 0.040 7.609 7.396 7.802 0.068 0.031 0.118
1061871 gdn -2.729 -4.531 3.1600 phot 1.8900 3.6440 -9.004 -9.128 -8.721 -0.825 -0.945 -0.633 0.756 0.375 0.998 8.166 8.074 8.253 0.222 0.080 0.410
1062164 gdn -1.763 -0.526 2.9900 phot 3.0090 3.4470 -8.960 -9.129 -8.744 -0.171 -0.316 -0.028 0.643 0.383 1.021 8.792 8.716 8.850 0.297 0.188 0.450
1062301 gdn -6.093 -2.523 4.4200 phot 3.8700 4.9160 -8.346 -8.537 -8.112 -0.291 -0.397 -0.165 0.155 0.088 0.242 8.078 7.963 8.184 0.060 0.020 0.147
1062309 gdn -6.357 -3.186 5.1715 spec 5.1665 5.1765 -7.966 -7.973 -7.956 -0.113 -0.236 0.028 0.007 0.006 0.010 7.909 7.846 7.997 0.201 0.162 0.248
1062441 gdn -5.966 -2.848 4.2500 phot 4.0830 4.2600 -8.079 -8.229 -7.936 0.142 0.048 0.251 0.078 0.051 0.116 8.249 8.164 8.327 0.063 0.024 0.113
1062593 gdn -6.254 -3.287 5.0800 phot 4.9530 5.1810 -8.731 -8.863 -8.456 -0.051 -0.151 0.093 0.399 0.208 0.553 8.668 8.554 8.759 0.148 0.069 0.289
1062673 gdn -0.562 -1.369 3.7800 phot 2.8980 3.8240 -8.362 -8.560 -8.078 -0.146 -0.295 0.009 0.156 0.079 0.257 8.199 8.094 8.293 0.134 0.058 0.230
1062786 gdn -3.322 -0.239 1.9800 phot 1.9830 2.4940 -33.999 -137.929 -13.166 -24.170 -132.814 -3.509 2.497 1.972 2.948 9.933 9.875 9.971 1.125 0.889 1.347
1063227 gdn -6.362 -3.237 5.1600 phot 5.1060 5.1850 -7.954 -8.130 -7.921 0.411 0.207 0.544 0.053 0.034 0.093 8.424 8.314 8.532 0.263 0.179 0.363
1063247 gdn -6.034 -2.657 4.4100 phot 4.3660 4.6920 -8.666 -8.912 -8.371 -0.601 -0.760 -0.422 0.318 0.158 0.595 8.048 7.923 8.154 0.085 0.028 0.218
1063294 gdn -0.624 -1.073 1.5200 phot 1.3860 1.9170 -8.601 -8.929 -8.329 -1.258 -1.475 -1.050 0.295 0.150 0.647 7.364 7.268 7.496 0.126 0.047 0.269
1063380 gdn -6.166 -3.387 4.3200 phot 3.9840 4.4960 -8.614 -8.808 -8.394 -0.382 -0.526 -0.231 0.278 0.176 0.461 8.241 8.155 8.320 0.113 0.037 0.225
1063430 gdn -6.263 -3.274 4.3500 phot 4.0200 4.3170 -7.957 -8.256 -7.926 0.344 -0.037 0.500 0.052 0.021 0.132 8.388 8.189 8.577 0.273 0.149 0.371
1063434 gdn -6.334 -3.180 4.7000 phot 4.5230 4.7730 -7.954 -7.968 -7.941 -0.309 -0.538 -0.085 0.012 0.007 0.020 7.697 7.578 7.838 0.194 0.115 0.282
1063496 gdn -7.104 -2.441 4.8300 phot 2.9610 4.8310 -8.755 -8.900 -8.287 0.278 0.167 0.584 0.430 0.150 0.604 9.034 8.885 9.117 0.355 0.219 0.579
1063637 gdn -1.099 -0.447 1.6700 phot 1.6630 3.6910 -8.761 -9.151 -8.421 -1.274 -1.496 -1.020 0.431 0.195 1.093 7.505 7.392 7.657 0.155 0.065 0.280
1063831 gdn -6.345 -3.748 4.9600 phot 4.8730 5.1980 -8.718 -8.858 -8.472 0.120 0.018 0.250 0.403 0.217 0.557 8.840 8.730 8.915 0.142 0.073 0.250
1063939 gdn -6.312 -3.132 4.2800 phot 4.2560 4.2950 -7.983 -7.988 -7.978 -0.483 -0.594 -0.366 0.004 0.003 0.005 7.598 7.534 7.667 0.059 0.041 0.080
1064058 gdn -2.724 -4.479 3.3700 phot 3.1730 3.6680 -8.592 -8.952 -8.319 -0.465 -0.693 -0.257 0.284 0.144 0.680 8.166 8.066 8.283 0.248 0.113 0.388
1064264 gdn -6.315 -3.238 4.8500 phot 4.5210 4.8420 -7.963 -7.979 -7.940 0.073 -0.220 0.398 0.009 0.005 0.020 8.147 7.967 8.327 0.237 0.158 0.348
1064298 gdn -6.333 -2.971 5.1900 phot 5.1590 5.2060 -7.986 -7.990 -7.981 0.243 0.132 0.369 0.003 0.003 0.004 8.336 8.269 8.403 0.162 0.125 0.220
1064657 gdn -7.030 -2.710 5.1800 phot 5.1470 5.2070 -7.960 -7.968 -7.950 0.272 0.105 0.460 0.009 0.007 0.012 8.295 8.188 8.417 0.587 0.455 0.772
1064667 gdn -6.316 -3.148 4.3300 phot 4.1550 4.3440 -7.953 -7.974 -7.935 -0.525 -0.860 -0.183 0.013 0.006 0.027 7.512 7.313 7.734 0.099 0.054 0.160
1064833 gdn -0.559 -1.798 3.6100 phot 3.1510 3.7030 -8.319 -8.492 -7.937 0.165 -0.087 0.442 0.139 0.073 0.203 8.562 8.504 8.610 0.158 0.089 0.233
1065004 gdn -2.669 -4.313 1.1200 phot 1.0060 3.0410 -20.656 -93.130 -9.634 -14.078 -84.812 -1.989 3.500 2.411 4.445 7.943 7.690 8.079 0.620 0.266 1.066
1065029 gdn -6.221 -3.106 4.3000 phot 4.0250 4.3180 -7.931 -7.958 -7.921 -0.350 -0.538 -0.184 0.036 0.026 0.052 7.605 7.507 7.714 0.052 0.020 0.093
1065274 gdn -6.005 -2.688 4.2900 phot 4.2700 4.3150 -7.945 -7.953 -7.938 0.299 0.163 0.448 0.016 0.011 0.022 8.283 8.222 8.354 0.145 0.105 0.195
1065378 gdn -6.217 -3.300 4.1700 phot 3.9890 4.2770 -7.953 -8.267 -7.929 -0.215 -0.557 -0.054 0.049 0.022 0.130 7.827 7.595 8.000 0.214 0.127 0.331
1065488 gdn -6.343 -3.214 4.3200 phot 4.2870 4.3300 -7.992 -7.994 -7.989 -0.291 -0.378 -0.194 0.002 0.002 0.003 7.855 7.807 7.919 0.214 0.127 0.359
1065530 gdn -5.967 -2.951 4.3000 phot 4.2780 4.3210 -7.950 -7.961 -7.939 0.316 0.135 0.504 0.013 0.009 0.021 8.310 8.224 8.410 0.179 0.107 0.264
1065689 gdn -6.324 -3.274 4.3400 phot 4.0290 4.3400 -7.962 -8.252 -7.931 -0.210 -0.813 0.032 0.042 0.012 0.126 7.879 7.601 8.077 0.379 0.194 0.561
1065880 gdn -6.072 -3.493 4.3700 phot 4.0590 4.3840 -8.379 -8.561 -8.177 0.027 -0.067 0.145 0.175 0.103 0.278 8.425 8.316 8.511 0.078 0.028 0.164
1066100 gdn -6.939 -2.928 4.7000 phot 4.5520 4.7590 -8.749 -8.891 -8.522 0.489 0.381 0.659 0.439 0.248 0.594 9.233 9.156 9.309 0.745 0.552 1.007
1066108 gdn -0.124 -0.843 2.1800 phot 2.1260 3.2440 -8.641 -8.831 -8.364 -0.605 -0.722 -0.418 0.318 0.155 0.488 8.044 7.945 8.125 0.098 0.036 0.201
