#ID field umap_x umap_y z z_type z_16 z_84 ssfr_50 ssfr_16 ssfr_84 SFR_100_50 SFR_100_16 SFR_100_84 mwa_50 mwa_16 mwa_84 mstar_50 mstar_16 mstar_84 AV_50 AV_16 AV_84
162466 gds -2.990 0.098 1.7800 phot 1.5540 1.9320 -19.297 -75.341 -10.699 -9.047 -64.455 -0.567 2.004 1.668 2.467 10.138 10.099 10.195 0.619 0.354 0.872
162625 gds -3.091 -4.434 3.7010 spec 3.6960 3.7060 -8.399 -8.528 -8.226 1.631 1.540 1.754 0.166 0.112 0.232 10.027 9.970 10.090 0.231 0.167 0.318
162811 gds -0.638 -1.013 2.0100 phot 1.8570 2.9990 -11.860 -31.236 -9.040 -3.303 -22.604 -0.556 0.726 0.482 1.041 8.555 8.480 8.600 0.273 0.089 0.569
162849 gds -3.295 -0.219 2.7000 phot 2.3120 2.7930 -11.863 -24.136 -9.988 -0.478 -10.776 1.139 1.225 0.932 1.332 11.121 11.089 11.154 0.802 0.558 1.063
162856 gds -2.992 0.111 1.5700 phot 1.4490 1.6890 -41.029 -141.430 -14.815 -29.251 -133.892 -4.155 2.886 2.261 3.488 10.573 10.516 10.628 0.417 0.190 0.654
162918 gds -6.242 -3.212 4.6000 phot 4.0070 4.7020 -7.940 -8.031 -7.925 -0.100 -0.425 0.126 0.034 0.019 0.069 7.909 7.749 8.064 0.288 0.158 0.434
163086 gds -3.349 -0.263 3.4200 phot 3.3590 3.5830 -20.119 -48.621 -12.545 -8.907 -36.042 -1.630 0.493 0.419 0.648 10.656 10.634 10.680 0.305 0.159 0.459
163121 gds -3.012 -4.452 4.1100 phot 3.6430 4.4340 -11.709 -22.470 -8.977 -2.994 -14.442 -0.211 0.280 0.197 0.451 8.805 8.732 8.878 0.129 0.038 0.316
163144 gds -2.514 0.173 1.1500 phot 1.0770 1.2170 -9.439 -9.734 -9.269 1.409 1.136 1.525 2.427 1.523 2.833 10.855 10.790 10.918 1.248 0.996 1.427
163297 gds -2.298 0.212 2.9800 phot 2.8910 3.0990 -8.876 -9.088 -8.609 0.915 0.789 1.065 0.580 0.295 0.997 9.794 9.694 9.873 0.323 0.221 0.455
163311 gds -3.626 0.237 5.5000 phot 5.3350 5.5210 -8.210 -8.580 -7.959 1.490 1.239 1.716 0.110 0.055 0.281 9.764 9.658 9.877 0.540 0.366 0.759
163314 gds -3.100 0.097 1.6800 phot 1.5450 1.8080 -9.329 -9.360 -9.272 1.339 1.305 1.380 1.874 1.692 1.945 10.670 10.639 10.697 1.302 1.203 1.430
163418 gds -2.345 0.233 1.6300 phot 1.4880 1.7650 -20.386 -57.671 -11.728 -9.124 -40.980 -1.356 2.011 1.460 2.484 10.315 10.256 10.374 0.290 0.115 0.541
163461 gds -3.058 -4.539 3.9000 phot 3.2560 4.0770 -8.497 -8.662 -8.245 0.509 0.328 0.705 0.203 0.116 0.315 9.026 8.964 9.074 0.212 0.130 0.313
163537 gds -6.340 -3.239 5.1400 phot 5.0960 5.1840 -7.949 -7.959 -7.938 0.007 -0.128 0.159 0.013 0.009 0.018 7.995 7.918 8.096 0.277 0.229 0.363
163634 gds -3.124 0.120 1.6800 phot 1.4110 1.8820 -9.171 -9.339 -8.967 1.310 1.208 1.466 1.203 0.744 1.878 10.504 10.430 10.562 1.581 1.389 1.829
163654 gds -2.910 0.134 1.9100 phot 1.7190 2.0620 -12.847 -31.362 -10.314 -2.105 -19.545 0.323 1.663 1.246 1.866 10.651 10.604 10.678 0.516 0.303 0.743
163799 gds -0.708 -1.750 3.1200 phot 2.9730 3.3900 -13.545 -19.448 -10.784 -4.260 -10.104 -1.634 0.198 0.177 0.213 9.106 9.085 9.128 0.075 0.025 0.149
163809 gds -3.108 -4.577 3.2200 phot 3.1100 3.5220 -8.848 -9.045 -8.571 0.688 0.555 0.833 0.538 0.279 0.903 9.530 9.411 9.603 0.276 0.171 0.396
163994 gds -2.761 0.161 1.0300 phot 0.9400 1.0820 -9.272 -9.428 -9.086 1.279 1.196 1.387 1.587 1.005 2.436 10.563 10.480 10.637 1.501 1.341 1.667
164011 gds -2.912 0.090 2.6900 phot 2.2940 2.8160 -8.977 -9.148 -8.737 0.793 0.680 0.978 0.778 0.404 1.138 9.790 9.711 9.849 0.600 0.456 0.768
164128 gds -3.237 -0.176 2.4100 phot 2.2410 2.6580 -26.890 -90.341 -12.316 -15.015 -72.835 -1.463 1.549 1.235 1.978 10.818 10.776 10.887 0.518 0.321 0.726
164211 gds -6.354 -3.178 4.6600 phot 4.5590 4.7390 -7.988 -7.992 -7.983 -0.071 -0.167 0.039 0.003 0.002 0.004 8.043 8.001 8.086 0.147 0.123 0.183
164258 gds -3.187 0.005 2.0100 phot 1.6990 2.0820 -8.404 -8.603 -8.218 2.471 2.359 2.589 0.192 0.117 0.327 10.879 10.804 10.989 2.025 1.878 2.155
164260 gds -2.558 0.456 1.9900 phot 1.8380 2.0520 -10.292 -13.621 -9.461 0.107 -3.238 0.955 1.010 0.589 1.564 10.373 10.332 10.414 0.527 0.289 0.799
164318 gds -3.115 0.103 1.6800 phot 1.5310 1.8730 -9.302 -9.348 -9.122 0.969 0.925 1.070 1.759 1.081 1.913 10.262 10.182 10.304 1.543 1.383 1.699
164488 gds -3.267 -0.121 1.9663 phot_bagpipes 0.5318 4.0087 -9.881 -26.496 -8.918 -6.188 -22.467 -2.310 1.506 0.476 4.080 5.002 2.732 7.525 0.918 0.425 1.555
164636 gds -0.759 -0.766 2.7700 phot 2.5900 3.0740 -9.061 -9.142 -8.938 -0.467 -0.517 -0.375 0.962 0.682 1.153 8.603 8.555 8.644 0.097 0.046 0.170
164704 gds -3.048 -0.030 2.2500 phot 2.1070 2.6700 -9.015 -15.310 -8.599 1.718 -2.261 1.970 0.703 0.286 1.398 10.708 10.564 10.873 1.516 1.099 1.763
164847 gds -0.588 -0.518 2.9900 phot 2.6960 3.0750 -8.837 -9.032 -8.643 -0.149 -0.260 -0.027 0.503 0.328 0.852 8.707 8.629 8.786 0.130 0.058 0.215
164954 gds -6.404 -3.688 4.6800 phot 4.4920 5.0360 -8.687 -8.855 -8.485 0.996 0.888 1.143 0.355 0.210 0.524 9.679 9.609 9.756 0.313 0.217 0.442
165039 gds -3.006 -4.521 3.6900 phot 3.4260 3.9230 -8.406 -8.543 -8.248 1.009 0.907 1.125 0.169 0.120 0.240 9.415 9.355 9.462 0.296 0.219 0.402
165049 gds -0.992 -0.650 3.4000 phot 2.7680 3.6450 -8.908 -9.064 -8.624 -0.102 -0.236 0.046 0.594 0.302 0.890 8.795 8.670 8.887 0.311 0.184 0.490
165122 gds -6.124 -3.284 4.6500 phot 4.3280 4.7560 -7.932 -7.993 -7.918 0.267 0.022 0.422 0.040 0.025 0.062 8.236 8.135 8.321 0.244 0.161 0.348
165160 gds -6.211 -3.273 4.7900 phot 4.5190 4.7950 -7.945 -8.108 -7.927 0.227 -0.106 0.378 0.043 0.018 0.092 8.207 8.039 8.369 0.257 0.168 0.362
165176 gds -2.653 0.187 1.4371 phot_bagpipes 1.3408 1.5241 -52.728 -201.943 -17.037 -38.709 -199.769 -6.860 3.616 2.705 4.136 10.915 10.848 10.972 0.144 0.039 0.326
165205 gds -6.098 -2.985 4.6600 phot 4.5040 4.7310 -7.937 -7.946 -7.930 0.576 0.407 0.751 0.021 0.014 0.029 8.554 8.473 8.628 0.217 0.160 0.279
165235 gds -5.966 -3.301 4.4000 phot 4.3860 4.6750 -7.973 -8.154 -7.922 -0.064 -0.249 0.053 0.057 0.036 0.097 7.965 7.873 8.057 0.140 0.070 0.219
165395 gds -3.132 -0.053 2.9800 phot 2.8100 3.0920 -9.068 -9.146 -8.888 1.286 1.214 1.412 0.956 0.614 1.085 10.346 10.291 10.382 0.708 0.596 0.871
165666 gds -3.568 -3.987 3.6500 phot 3.2230 4.0790 -8.590 -8.768 -8.375 -0.254 -0.368 -0.100 0.274 0.159 0.428 8.339 8.247 8.422 0.076 0.027 0.180
165698 gds -2.933 0.101 1.7500 phot 1.5600 1.8980 -40.191 -149.965 -15.712 -28.334 -142.767 -4.147 2.455 1.951 2.999 10.869 10.819 10.912 0.362 0.157 0.583
165721 gds -3.060 0.069 1.8100 phot 1.6740 1.9540 -9.168 -9.300 -8.984 1.203 1.113 1.333 1.223 0.778 1.712 10.371 10.303 10.426 1.411 1.250 1.575
165761 gds -3.150 -0.099 2.2100 phot 2.0180 2.5460 -9.206 -9.292 -9.033 0.754 0.679 0.860 1.357 0.871 1.491 9.957 9.895 10.001 1.394 1.236 1.595
166000 gds -6.372 -3.413 4.9100 phot 4.6870 5.1270 -8.502 -8.656 -8.336 0.335 0.231 0.462 0.219 0.151 0.317 8.847 8.774 8.918 0.096 0.043 0.174
166015 gds -0.678 -1.449 3.7800 phot 1.8700 3.8360 -13.748 -23.490 -10.172 -4.092 -13.805 -1.140 0.222 0.189 0.270 8.999 8.954 9.038 0.070 0.020 0.161
166150 gds -0.492 -0.904 3.0900 phot 2.9600 3.2550 -8.885 -9.042 -8.663 0.297 0.199 0.426 0.587 0.337 0.886 9.182 9.092 9.251 0.117 0.052 0.208
166167 gds -2.293 0.239 1.0900 phot 1.0120 1.2090 -40.797 -158.740 -16.183 -29.732 -143.964 -5.277 4.057 3.433 4.559 10.872 10.785 10.937 0.318 0.201 0.487
166172 gds -2.618 0.183 1.1100 phot 1.0520 1.1950 -9.486 -9.601 -9.351 0.829 0.753 0.883 2.505 1.755 2.821 10.316 10.235 10.372 0.964 0.863 1.069
166179 gds -6.360 -2.972 5.0000 phot 4.9340 5.2140 -8.169 -8.424 -7.960 -0.255 -0.372 -0.103 0.099 0.055 0.186 7.948 7.826 8.102 0.100 0.036 0.191
166198 gds -2.995 0.098 2.2300 phot 2.1560 2.3800 -8.401 -8.554 -8.196 2.191 2.071 2.336 0.178 0.111 0.280 10.584 10.527 10.651 1.246 1.073 1.431
166329 gds -2.922 0.066 3.1700 phot 3.1020 3.6160 -8.970 -9.084 -8.776 0.973 0.905 1.105 0.766 0.457 0.987 9.953 9.885 10.004 0.389 0.287 0.529
166362 gds -5.957 -2.648 4.3600 phot 3.8530 4.3520 -8.186 -8.407 -7.989 -0.293 -0.416 -0.148 0.103 0.061 0.178 7.914 7.810 8.025 0.102 0.039 0.188
166404 gds -2.942 0.068 2.7600 phot 2.5830 2.8790 -9.022 -9.142 -8.762 1.388 1.321 1.563 0.853 0.454 1.149 10.424 10.342 10.472 0.507 0.380 0.670
166523 gds -0.433 -0.864 3.0000 phot 2.9350 3.1830 -8.259 -8.395 -8.132 1.376 1.296 1.475 0.122 0.090 0.167 9.646 9.610 9.690 0.249 0.187 0.355
166897 gds -1.076 -0.531 2.9600 phot 2.8180 3.0730 -8.897 -9.101 -8.612 0.560 0.426 0.748 0.608 0.322 1.040 9.459 9.362 9.532 0.221 0.120 0.396
166972 gds -2.899 0.109 2.2800 phot 2.1880 2.6870 -8.998 -9.212 -8.787 0.826 0.701 0.984 0.743 0.468 1.372 9.842 9.763 9.925 0.824 0.677 0.971
167032 gds -3.275 -0.203 2.6700 phot 2.3830 2.7280 -8.856 -9.091 -8.586 1.907 1.728 2.082 0.557 0.288 0.988 10.748 10.652 10.822 2.015 1.786 2.237
167035 gds -3.288 -0.213 2.4100 phot 2.1860 2.6870 -9.192 -9.418 -9.063 0.967 0.784 1.055 1.210 0.876 1.413 10.158 10.113 10.206 1.260 1.118 1.410
167331 gds -3.149 -0.081 1.2511 phot_bagpipes 1.0754 1.4430 -36.075 -141.861 -13.492 -24.678 -117.993 -3.001 3.457 2.524 4.438 10.362 10.249 10.448 1.230 0.794 1.622
167425 gds -2.356 0.216 1.0900 phot 1.0280 1.2210 -32.903 -115.336 -14.852 -22.147 -113.749 -3.747 4.020 3.282 4.823 11.097 11.029 11.152 0.547 0.351 0.756
167451 gds -3.226 -0.181 2.3200 phot 2.2450 2.5790 -24.801 -67.658 -12.581 -14.415 -60.580 -1.630 1.513 0.816 1.854 11.022 10.988 11.054 0.505 0.244 0.837
167535 gds -3.125 0.148 1.5300 phot 1.4440 1.5980 -9.033 -9.282 -8.770 1.300 1.142 1.468 0.907 0.456 1.709 10.341 10.247 10.441 1.591 1.398 1.783
168059 gds -0.107 -0.931 2.8500 phot 1.8670 2.8930 -8.376 -8.565 -8.190 0.398 0.265 0.514 0.163 0.104 0.251 8.774 8.703 8.845 0.211 0.138 0.290
168076 gds -2.577 0.193 1.1000 phot 1.0440 1.1960 -9.477 -9.622 -9.394 1.271 1.178 1.321 2.641 2.071 2.931 10.752 10.702 10.804 1.394 1.234 1.523
168302 gds -3.481 -4.699 3.7500 phot 3.4070 3.9390 -8.924 -9.021 -8.624 1.309 1.211 1.546 0.675 0.313 0.820 10.222 10.125 10.270 0.575 0.402 0.744
168321 gds -2.878 0.203 1.3500 phot 1.2380 1.4320 -9.287 -9.406 -9.089 0.628 0.546 0.743 1.678 1.024 2.277 9.911 9.834 9.971 1.104 0.928 1.294
168352 gds -7.032 -2.114 5.4500 phot 5.0890 5.5620 -8.620 -8.740 -8.434 0.050 -0.052 0.173 0.237 0.151 0.330 8.684 8.598 8.756 0.066 0.022 0.127
168431 gds -2.476 0.500 1.5100 phot 1.4170 1.6810 -9.400 -9.465 -9.303 0.955 0.911 1.004 2.051 1.671 2.174 10.352 10.302 10.392 0.320 0.260 0.394
168469 gds -3.045 0.086 1.1000 phot 1.0490 1.1650 -9.415 -9.485 -9.279 1.382 1.323 1.458 2.282 1.629 2.720 10.790 10.721 10.840 1.787 1.630 1.966
168517 gds -2.767 0.251 1.3820 spec 1.3770 1.3870 -57.943 -258.090 -19.230 -46.005 -255.981 -8.214 3.861 3.265 4.230 10.916 10.841 10.951 0.717 0.578 0.825
168867 gds -3.355 -0.239 3.0200 phot 2.9010 3.2880 -9.065 -9.121 -8.879 1.468 1.388 1.582 0.958 0.581 1.059 10.513 10.447 10.566 1.788 1.580 1.980
169050 gds -3.094 0.053 1.3700 phot 1.3160 1.6150 -14.170 -32.994 -10.512 -3.716 -22.557 -0.367 1.915 1.134 2.508 10.160 10.089 10.218 1.252 0.961 1.513
169097 gds -3.074 -0.051 2.2300 phot 2.1150 2.4440 -18.956 -54.309 -11.423 -9.901 -45.247 -2.153 1.426 0.773 1.995 9.291 9.257 9.373 0.248 0.089 0.509
169898 gds -3.038 0.091 1.8700 phot 1.6070 1.9560 -9.022 -9.256 -8.750 1.147 0.990 1.305 0.839 0.437 1.580 10.177 10.076 10.263 1.553 1.347 1.745
169949 gds -3.184 -0.115 2.4200 phot 1.8010 2.4180 -9.093 -9.211 -8.861 1.300 1.211 1.481 0.988 0.561 1.328 10.388 10.320 10.463 1.891 1.713 2.121
170053 gds -2.281 0.245 1.0980 spec 1.0930 1.1030 -9.506 -9.655 -9.411 1.482 1.384 1.537 2.634 2.086 2.916 10.998 10.937 11.050 0.786 0.676 0.882
170252 gds -2.970 0.118 1.8750 spec 1.8700 1.8800 -9.128 -9.288 -8.694 1.578 1.470 1.857 1.139 0.369 1.660 10.706 10.544 10.771 1.633 1.418 1.865
170309 gds -0.358 -1.293 3.6600 phot 3.2710 3.7300 -7.978 -8.143 -7.919 1.107 0.960 1.230 0.059 0.043 0.092 9.145 9.083 9.196 0.283 0.218 0.378
170310 gds -2.701 -4.465 3.6800 phot 3.4540 3.8310 -8.330 -8.470 -8.138 1.065 0.954 1.206 0.147 0.094 0.204 9.396 9.326 9.465 0.241 0.173 0.355
170324 gds -2.481 0.366 1.3500 phot 1.2460 1.4000 -9.357 -9.474 -9.212 1.058 1.000 1.123 1.821 1.252 2.311 10.422 10.338 10.488 0.483 0.408 0.570
170341 gds -3.019 0.094 2.6100 phot 2.2850 2.6390 -8.240 -8.466 -8.003 2.021 1.885 2.188 0.125 0.066 0.218 10.280 10.187 10.367 1.446 1.293 1.637
170384 gds -3.295 0.132 4.4900 phot 2.0940 5.0610 -7.940 -8.157 -7.912 2.172 1.815 2.373 0.048 0.026 0.102 10.203 10.135 10.309 1.400 1.214 1.581
170402 gds -2.942 -4.535 3.8200 phot 3.0130 4.0150 -8.450 -8.664 -8.245 0.320 0.159 0.468 0.191 0.114 0.329 8.778 8.714 8.845 0.240 0.155 0.335
170426 gds -4.298 -4.283 3.6900 phot 3.5640 4.1830 -8.407 -8.605 -8.120 0.150 0.015 0.335 0.176 0.087 0.288 8.571 8.469 8.651 0.154 0.061 0.281
170480 gds -3.836 -3.877 3.9500 phot 3.4810 4.2010 -8.441 -8.686 -8.009 0.160 -0.033 0.386 0.187 0.084 0.340 8.678 8.603 8.750 0.130 0.052 0.226
170597 gds -1.128 -0.422 3.9800 phot 3.5910 4.0710 -8.296 -8.465 -8.115 0.680 0.554 0.807 0.132 0.086 0.197 8.991 8.923 9.059 0.193 0.131 0.267
170606 gds -4.261 -4.634 3.8700 phot 3.8480 4.3510 -8.667 -8.863 -8.404 -0.139 -0.269 0.047 0.314 0.175 0.543 8.546 8.465 8.614 0.117 0.038 0.212
170648 gds -3.110 -0.085 2.3700 phot 2.2800 2.4770 -23.498 -59.825 -13.627 -12.102 -47.006 -3.004 0.899 0.645 1.548 10.883 10.856 10.919 0.415 0.216 0.618
170700 gds -1.361 -0.910 2.9600 phot 2.8190 3.0540 -8.735 -8.911 -8.520 1.104 0.987 1.231 0.414 0.238 0.636 9.835 9.752 9.907 0.341 0.240 0.506
170758 gds -3.337 -0.252 2.4200 phot 2.4000 2.7340 -8.349 -9.019 -8.121 2.551 2.169 2.678 0.162 0.094 0.842 10.919 10.795 11.190 2.660 2.503 2.861
170891 gds -3.229 -0.939 4.4000 phot 0.7950 4.7260 -7.937 -7.944 -7.928 -0.511 -0.667 -0.331 0.022 0.016 0.032 7.466 7.370 7.566 0.028 0.010 0.057
170907 gds -2.614 -4.150 3.1600 phot 1.1560 3.8980 -8.279 -8.456 -8.072 0.831 0.699 0.969 0.126 0.077 0.196 9.120 9.051 9.177 0.261 0.195 0.335
170932 gds -3.362 -0.268 4.2300 phot 3.9010 4.3540 -9.927 -11.629 -9.434 0.350 -1.689 0.938 0.766 0.604 0.909 10.360 10.325 10.398 0.615 0.349 0.865
170972 gds -3.334 -0.250 3.4500 phot 3.2820 3.6840 -71.978 -313.799 -20.982 -56.967 -285.413 -9.216 1.605 1.495 1.689 10.961 10.932 10.991 0.405 0.305 0.525
171048 gds -6.131 -3.259 4.8900 phot 4.3980 5.3910 -8.464 -8.616 -8.248 -0.117 -0.240 0.027 0.199 0.119 0.293 8.347 8.253 8.430 0.115 0.051 0.194
171110 gds -2.880 0.118 1.9900 phot 1.8450 2.0620 -30.793 -82.015 -15.864 -19.921 -67.591 -5.496 1.507 0.950 2.222 10.022 9.985 10.115 0.215 0.081 0.381
171118 gds -4.112 -4.721 3.7500 phot 3.5960 4.1060 -8.296 -8.609 -8.122 1.329 1.162 1.437 0.140 0.091 0.295 9.647 9.557 9.783 0.480 0.340 0.613
171147 gds -3.178 -0.137 2.5600 spec 2.5550 2.5650 -24.451 -65.081 -13.817 -13.268 -57.152 -2.667 0.796 0.653 1.118 11.252 11.228 11.278 0.515 0.346 0.657
171210 gds -3.996 -4.723 3.7600 phot 3.5270 4.1050 -8.764 -8.974 -8.469 1.539 1.402 1.731 0.443 0.211 0.751 10.290 10.180 10.362 0.298 0.201 0.464
171212 gds -3.179 -3.716 3.7500 phot 3.2970 3.9630 -8.185 -8.368 -7.960 1.193 1.045 1.370 0.103 0.054 0.163 9.392 9.326 9.465 0.239 0.160 0.355
171219 gds -2.791 0.294 1.6900 phot 1.5320 1.8180 -9.360 -9.416 -9.245 0.720 0.682 0.772 1.829 1.389 1.970 10.081 10.024 10.114 0.356 0.290 0.466
171239 gds -2.481 0.217 1.3400 phot 1.2930 1.4610 -35.463 -145.627 -15.057 -25.804 -131.603 -4.868 2.935 2.305 3.913 11.256 11.201 11.358 0.249 0.096 0.453
171266 gds -2.883 0.156 2.8700 phot 2.6980 2.9720 -8.649 -8.920 -8.468 0.990 0.839 1.096 0.329 0.214 0.634 9.659 9.571 9.754 0.634 0.488 0.763
171269 gds -2.985 0.324 1.6600 phot 1.6270 3.1330 -9.204 -9.333 -8.780 0.946 0.849 1.230 1.499 0.633 1.896 10.142 10.024 10.194 0.903 0.727 1.362
171522 gds -2.316 0.186 1.0960 spec 1.0910 1.1010 -33.211 -104.380 -14.922 -21.104 -93.230 -3.626 4.047 3.292 4.806 11.245 11.156 11.305 0.482 0.295 0.720
171523 gds -2.270 0.144 1.0800 phot 0.9560 1.1200 -9.445 -9.632 -9.319 1.519 1.402 1.591 2.364 1.725 2.887 10.964 10.904 11.020 1.308 1.167 1.427
171525 gds -3.319 -0.240 1.0400 phot 1.0050 1.0680 -59.109 -256.780 -17.107 -54.469 -243.789 -8.838 4.828 4.152 5.238 8.740 8.694 8.765 1.587 1.450 1.727
171592 gds -3.327 -4.653 3.1600 phot 3.0950 3.5250 -8.857 -9.020 -8.630 1.438 1.326 1.569 0.562 0.329 0.855 10.299 10.213 10.363 0.398 0.278 0.533
171676 gds -2.966 -3.754 3.7700 phot 3.5410 4.0910 -8.211 -8.417 -8.025 1.269 1.149 1.409 0.108 0.069 0.177 9.495 9.436 9.577 0.185 0.123 0.252
171678 gds -3.649 -4.713 3.5200 phot 3.3330 3.6600 -8.577 -9.021 -8.262 1.298 1.029 1.487 0.285 0.127 0.847 9.879 9.748 10.054 0.438 0.240 0.618
171845 gds -0.733 -1.247 2.9900 phot 2.8930 3.1150 -8.732 -8.940 -8.532 1.016 0.894 1.135 0.394 0.241 0.654 9.749 9.663 9.828 0.279 0.178 0.368
171900 gds -3.296 -4.670 3.2300 phot 3.1300 3.5860 -8.864 -9.035 -8.667 0.582 0.474 0.704 0.511 0.306 0.753 9.450 9.372 9.508 0.371 0.265 0.497
171973 gds -3.380 0.158 3.4600 phot 3.2820 3.6420 -7.958 -7.962 -7.952 2.056 1.944 2.170 0.008 0.007 0.010 10.061 9.988 10.124 1.729 1.555 1.946
172410 gds -3.172 -0.137 2.4600 phot 2.2990 2.5860 -27.974 -63.965 -14.116 -17.682 -56.449 -3.902 1.066 0.775 1.509 10.386 10.356 10.411 0.391 0.216 0.558
172418 gds -3.541 -4.723 4.0600 phot 3.5160 4.1260 -8.911 -9.546 -8.659 0.769 0.035 0.969 0.276 0.174 0.531 9.637 9.583 9.690 0.207 0.082 0.325
172425 gds -1.002 -1.391 3.9200 phot 3.8080 4.1610 -8.788 -8.924 -8.610 0.105 0.033 0.210 0.467 0.283 0.661 8.901 8.820 8.965 0.057 0.021 0.123
172462 gds -0.616 -0.792 3.0400 phot 2.9360 3.1530 -8.601 -8.757 -8.438 0.723 0.629 0.818 0.290 0.192 0.443 9.333 9.261 9.409 0.224 0.143 0.321
172672 gds -3.305 -0.214 3.6500 phot 3.2100 3.6920 -8.520 -8.728 -8.319 1.951 1.839 2.060 0.252 0.146 0.395 10.474 10.379 10.569 1.366 1.202 1.504
172799 gds -3.364 -0.266 3.9100 phot 3.3630 3.9850 -10.236 -13.600 -9.692 0.804 -3.295 1.378 0.904 0.790 1.094 11.092 11.053 11.126 0.860 0.603 1.145
172801 gds -3.303 -0.227 2.3000 phot 2.1960 2.4700 -36.121 -145.402 -14.585 -24.190 -97.735 -3.976 2.106 0.844 2.515 10.774 10.666 10.816 0.840 0.623 1.267
172979 gds -3.047 -4.574 3.8400 phot 3.5550 3.9800 -8.736 -8.888 -8.523 0.192 0.093 0.308 0.396 0.244 0.592 8.934 8.849 9.003 0.155 0.091 0.239
173003 gds -3.359 -0.268 3.5200 phot 3.3490 3.7200 -9.060 -30.185 -8.928 1.719 -21.274 1.839 0.887 0.701 1.269 10.818 10.761 10.877 1.753 1.101 1.982
173022 gds -3.003 0.102 2.0200 phot 1.8990 2.1080 -8.503 -8.724 -8.314 2.267 2.131 2.408 0.242 0.146 0.395 10.773 10.703 10.862 1.413 1.246 1.548
173068 gds -3.027 0.051 2.4400 phot 2.1540 2.6700 -9.166 -9.217 -9.057 0.826 0.782 0.901 1.257 0.973 1.339 9.990 9.948 10.026 0.919 0.802 1.060
173223 gds -2.707 0.205 1.4600 phot 1.3650 1.5670 -9.184 -9.367 -8.928 1.403 1.298 1.562 1.254 0.692 1.969 10.589 10.513 10.665 1.244 1.046 1.443
173387 gds -2.560 0.232 2.6800 phot 2.4650 2.7610 -8.544 -8.732 -8.367 1.364 1.243 1.483 0.253 0.166 0.402 9.919 9.843 10.005 0.629 0.489 0.736
173410 gds -3.080 0.032 1.6900 phot 1.5860 1.8500 -9.279 -9.349 -9.103 0.528 0.463 0.638 1.664 1.053 1.905 9.802 9.740 9.841 1.351 1.171 1.561
173523 gds -1.835 -1.013 3.4500 phot 3.1290 3.5510 -8.695 -8.862 -8.522 0.767 0.658 0.863 0.378 0.254 0.578 9.464 9.391 9.534 0.405 0.291 0.551
173546 gds -2.680 0.429 2.0200 phot 1.5420 2.0630 -8.915 -9.168 -8.692 0.908 0.780 1.088 0.590 0.345 1.061 9.833 9.790 9.960 0.351 0.230 0.543
173659 gds -3.277 -0.105 2.1100 phot 1.9830 2.4070 -8.183 -8.422 -8.049 2.560 2.465 2.641 0.115 0.077 0.209 10.764 10.660 10.918 2.285 2.138 2.449
173706 gds -3.253 -0.042 3.3600 phot 3.2070 3.6480 -8.450 -8.803 -8.267 1.593 1.368 1.693 0.205 0.132 0.488 10.056 9.957 10.205 1.688 1.478 1.870
173752 gds -3.049 0.065 1.3900 phot 1.3170 1.5770 -18.509 -41.236 -12.080 -7.769 -30.485 -1.490 2.282 1.832 2.523 10.781 10.747 10.826 1.122 0.885 1.389
173799 gds -0.361 -1.382 3.4500 phot 3.1430 3.6400 -8.288 -8.407 -8.149 1.567 1.482 1.659 0.131 0.094 0.173 9.867 9.816 9.912 0.191 0.148 0.245
174064 gds -2.918 0.008 3.6300 phot 3.1860 3.7580 -8.637 -8.873 -8.382 -0.129 -0.263 0.014 0.315 0.172 0.568 8.525 8.416 8.633 0.159 0.080 0.273
174083 gds -3.118 -0.064 2.6800 phot 2.3410 2.7770 -8.382 -8.573 -8.244 1.569 1.441 1.662 0.173 0.124 0.289 9.963 9.897 10.039 1.384 1.253 1.513
174098 gds -2.987 -4.591 3.6900 phot 3.4180 3.7970 -11.289 -16.804 -9.646 -2.203 -7.417 -0.608 0.168 0.147 0.191 9.092 9.057 9.135 0.049 0.017 0.124
174201 gds -2.753 -4.486 3.7000 phot 3.3930 3.7730 -8.370 -8.467 -8.224 0.983 0.907 1.074 0.158 0.113 0.196 9.348 9.292 9.399 0.208 0.162 0.280
174324 gds -3.002 0.118 1.6900 phot 1.6660 1.9060 -9.310 -9.383 -9.185 1.082 1.029 1.154 1.757 1.272 1.946 10.391 10.344 10.430 1.218 1.059 1.390
174413 gds -3.327 -4.661 3.3600 phot 3.3110 3.6400 -8.863 -8.998 -8.737 0.340 0.244 0.434 0.528 0.367 0.766 9.213 9.165 9.264 0.279 0.200 0.370
174434 gds -6.302 -3.263 4.3000 phot 4.1530 4.3170 -7.942 -7.953 -7.933 0.056 -0.135 0.250 0.018 0.012 0.029 8.038 7.945 8.146 0.200 0.130 0.301
174444 gds -3.810 -4.728 3.9000 phot 3.5000 4.1280 -13.606 -23.471 -9.806 -4.568 -15.206 -0.927 0.238 0.199 0.295 8.924 8.882 8.969 0.094 0.027 0.205
174447 gds -6.124 -2.953 4.7400 phot 4.5830 4.7850 -7.979 -7.987 -7.970 -0.463 -0.642 -0.271 0.004 0.003 0.007 7.622 7.535 7.723 0.163 0.105 0.268
174451 gds -3.381 -0.286 3.5900 phot 3.3740 3.7270 -43.187 -135.880 -15.111 -32.101 -140.535 -4.222 1.171 0.967 1.380 10.550 10.516 10.585 0.338 0.148 0.565
